date,nav
2024-04-07,104.745
2024-03-07,104.7114
2024-02-07,104.6724
2024-01-07,104.6276
,104.6136
,104.574
,104.5382
,104.5187
,104.5405
,117.8708
,104.4713
,104.432
,104.3994
,104.3524
,104.2704
,104.2366
2024-12-06,104.1778
2024-11-06,104.1556
2024-10-06,104.0928
2024-07-06,104.0351
2024-06-06,103.9979
2024-05-06,103.9001
2024-04-06,103.8414
2024-03-06,104.0983
,103.9547
,103.9279
,103.8954
,103.9118
,103.9153
,103.871
,103.7992
,103.7247
,103.6086
,103.618
,103.5312
,103.4525
,103.4188
2024-10-05,103.3607
2024-09-05,103.3271
2024-08-05,103.3191
2024-07-05,103.3251
2024-06-05,103.3135
2024-03-05,103.16
2024-02-05,103.1097
,103.0514
,103.0161
,102.9593
,102.9493
,102.9549
,102.9532
,102.8818
,102.785
,102.878
,102.834
,102.8695
2024-12-04,102.7853
2024-10-04,102.8998
2024-08-04,102.7894
2024-05-04,102.8278
2024-04-04,102.831
2024-03-04,102.7932
2024-02-04,102.7608
,102.7632
,102.7096
,102.5361
,110.1903
,110.1729
,110.2046
,110.1485
,110.114
,110.144
,110.1319
,110.1196
,110.1303
2024-12-03,110.1246
2024-11-03,110.12
2024-07-03,109.9624
2024-06-03,109.9177
2024-05-03,109.8552
2024-04-03,109.8436
2024-01-03,109.7834
,109.7711
,109.7569
,109.7147
,109.7161
,109.6186
,109.6091
,109.5846
,109.5383
,109.393
,109.3771
,109.2938
,109.3221
2024-12-02,109.3183
2024-09-02,109.2569
2024-08-02,109.2929
2024-07-02,109.2938
2024-06-02,109.2489
2024-05-02,109.2279
2024-02-02,109.2484
2024-01-02,109.1334
,108.9501
,108.9094
,108.8663
,108.7795
,108.7584
,108.756
,108.6634
,108.6691
,108.6641
,108.6565
,108.6546
2024-12-01,108.5277
2024-11-01,108.4768
2024-10-01,108.4687
2024-09-01,108.4351
2024-08-01,108.4013
2024-05-01,108.2934
2024-04-01,108.3068
2024-03-01,108.3033
2024-02-01,108.302
2024-01-01,108.2962
,108.2404
,116.2869
,116.2785
,116.29
,116.1862
,116.1666
,116.1637
,116.146
,116.1498
,116.0675
,115.9449
,115.7767
2023-12-12,115.7387
2023-11-12,115.7213
2023-08-12,115.6975
2023-07-12,115.7012
2023-06-12,115.6714
2023-05-12,115.6087
2023-04-12,115.5786
2023-01-12,115.4928
,115.5118
,115.5248
,115.4606
,115.3487
,115.3838
,115.3956
,115.3462
,115.4124
,115.4046
,115.359
,115.3184
,115.1762
2023-10-11,115.1099
2023-09-11,115.1482
2023-08-11,115.097
2023-07-11,115.0481
2023-06-11,114.9939
2023-03-11,114.9185
2023-02-11,114.8598
2023-01-11,114.7619
,114.7532
,114.7213
,114.6755
,114.6543
,114.6385
,114.5561
,114.5203
,114.5085
,114.5264
,114.5336
,114.515
,114.4576
2023-12-10,114.4277
2023-11-10,114.3772
2023-10-10,114.2773
2023-09-10,114.2335
2023-06-10,114.2282
2023-05-10,114.5152
2023-04-10,114.4301
2023-03-10,114.4257
,114.3746
,114.4022
,114.3858
,114.3926
,114.3437
,114.3346
,114.3068
,114.2257
,114.1634
,114.2468
,114.1471
2023-12-09,114.0096
2023-11-09,114.0239
2023-08-09,114.0015
2023-07-09,114.0437
2023-06-09,113.9571
2023-05-09,113.9984
2023-04-09,113.9843
2023-01-09,113.9205
,113.9005
,113.8834
,113.8467
,113.8221
,113.708
,113.6982
,113.6358
,113.5608
,113.5726
,113.5055
,113.448
,113.4717
2023-11-08,113.4328
2023-10-08,113.4695
2023-09-08,113.4446
2023-08-08,113.4097
2023-07-08,113.4145
2023-04-08,113.3024
2023-03-08,113.3366
2023-02-08,113.371
2023-01-08,113.3502
,113.2955
,113.2233
,113.302
,113.25
,113.2068
,113.252
,113.1867
,113.2135
,113.185
,113.1539
,113.0933
,113.0224
,112.9794
2023-12-07,112.8785
2023-11-07,112.879
2023-10-07,112.7947
2023-07-07,112.7417
2023-06-07,112.7607
2023-05-07,112.7734
2023-04-07,112.7332
2023-03-07,112.6779
,112.6635
,112.6521
,112.6073
,112.5988
,112.5447
,112.5347
,112.5483
,112.5543
,112.5427
,112.4688
,112.4579
,112.4522
,112.4564
2023-12-06,112.4181
2023-09-06,112.3662
2023-08-06,112.3995
2023-07-06,112.4241
2023-06-06,112.3976
2023-05-06,112.35
2023-02-06,112.3136
2023-01-06,112.3041
,112.2328
,112.2149
,112.1994
,112.1609
,112.1468
,112.1392
,112.1072
,112.1196
,111.9729
,111.9625
,111.8786
,111.8439
,111.8017
2023-12-05,111.7357
2023-11-05,111.6912
2023-10-05,111.6632
2023-09-05,111.6494
2023-08-05,111.6462
2023-04-05,111.556
2023-03-05,111.534
2023-02-05,111.4551
,111.3814
,111.3747
,111.3157
,111.2845
,111.2444
,111.1177
,111.0695
,111.0669
,111.029
,110.9947
,110.9273
2023-12-04,110.9134
2023-11-04,110.847
2023-10-04,110.8339
2023-06-04,110.7692
2023-05-04,110.5493
2023-03-04,110.4369
,110.3887
,110.2525
,110.1156
,110.1469
,110.0794
,110.0625
,109.981
,109.9509
,109.8366
,109.7988
,109.8123
,109.7889
,109.7345
2023-10-03,109.5769
2023-09-03,109.541
2023-08-03,109.5103
2023-06-03,109.5313
2023-03-03,109.4874
2023-02-03,109.447
2023-01-03,109.43
,109.4442
,109.4341
,109.4234
,109.409
,109.3818
,109.4182
,109.378
,109.2924
,109.3243
,109.2929
,109.248
,109.2826
2023-10-02,109.2412
2023-09-02,109.2446
2023-08-02,109.2472
2023-07-02,109.2826
2023-06-02,109.2662
2023-03-02,109.2425
2023-02-02,109.2186
2023-01-02,109.1849
,109.0678
,109.0072
,108.9787
,108.9962
,108.9995
,108.9803
,108.9335
,108.9578
,108.929
,108.9098
,108.8945
,108.8441
2023-12-01,108.8154
2023-11-01,108.7682
2023-10-01,108.7409
2023-09-01,108.7189
2023-06-01,108.6235
2023-05-01,108.6405
2023-04-01,108.6262
2023-03-01,108.627
2023-02-01,108.5922
,108.5225
,108.4982
,108.4921
,108.472
,108.4303
,108.4095
,108.3903
,108.3843
,108.4123
,108.3837
,108.3466
,108.3336
,108.3488
,108.2884
2022-12-12,108.2614
2022-09-12,108.1868
2022-08-12,108.1783
2022-07-12,108.1551
2022-06-12,108.1762
2022-05-12,108.1499
2022-02-12,108.0988
2022-01-12,108.0832
,108.0334
,107.99
,107.9959
,107.9066
,107.8882
,107.8393
,107.8369
,107.8002
,107.7527
,107.7346
,107.7065
,107.709
,107.6593
2022-11-11,107.6105
2022-10-11,107.5243
2022-09-11,107.4581
2022-07-11,107.3633
2022-04-11,107.307
2022-03-11,107.2944
2022-02-11,107.303
2022-01-11,107.2818
,107.2729
,107.2137
,107.2349
,107.112
,106.9649
,106.9757
,106.997
,106.9767
,106.9437
,106.7922
,106.812
2022-12-10,106.808
2022-11-10,106.782
2022-10-10,106.8233
2022-07-10,106.8408
2022-06-10,106.8875
2022-04-10,106.8856
2022-03-10,106.8261
,106.7948
,106.7145
,106.6485
,106.6575
,106.6784
,106.6333
,106.7549
,106.8072
,106.824
,106.8748
,106.8585
,106.9084
,106.9625
,106.9983
2022-12-09,106.954
2022-09-09,106.9116
2022-08-09,106.9005
2022-07-09,106.8681
2022-06-09,106.8291
2022-05-09,106.8191
2022-02-09,106.7705
2022-01-09,106.7475
,106.7038
,106.6906
,106.6296
,106.5824
,106.599
,106.5597
,106.5568
,106.5072
,106.5141
,106.5092
2022-12-08,106.3294
2022-11-08,106.3209
2022-10-08,106.2542
2022-08-08,106.1541
2022-05-08,106.1086
2022-04-08,106.2254
2022-03-08,106.15
2022-02-08,106.1993
2022-01-08,106.1219
,106.0066
,105.9484
,105.9293
,105.9161
,105.9141
,105.8449
,105.8401
,105.8304
,105.7996
,105.788
,105.776
,105.776
,105.7695
2022-12-07,105.7093
2022-11-07,105.672
2022-08-07,105.6723
2022-07-07,105.7041
2022-06-07,105.7065
2022-05-07,105.5371
2022-04-07,105.4884
2022-01-07,105.3963
,105.3199
,105.2859
,105.2771
,105.2922
,105.1971
,105.2106
,105.1767
,112.757
,112.7336
,112.5783
,112.5715
,112.5757
,112.583
,112.5985
2022-10-06,112.6848
2022-09-06,112.6487
2022-08-06,112.5902
2022-07-06,112.4553
2022-06-06,112.53
2022-03-06,112.5469
2022-02-06,112.579
2022-01-06,112.5519
,112.6801
,112.6166
,112.5875
,112.5751
,112.5511
,112.5432
,112.5061
,112.4374
,112.4539
,112.4368
,112.4137
,112.3647
2022-12-05,112.433
2022-11-05,112.3991
2022-10-05,112.3479
2022-09-05,112.2672
2022-06-05,112.244
2022-05-05,112.3588
2022-04-05,112.4331
2022-02-05,113.1319
,113.0956
,113.0848
,113.0954
,113.0579
,113.0615
,112.959
,112.956
,112.936
,112.9046
,112.8584
,112.6844
2022-12-04,112.8405
2022-11-04,112.8479
2022-08-04,112.9062
2022-07-04,113.1825
2022-06-04,113.1607
2022-05-04,113.1661
2022-04-04,113.1171
,113.0782
,113.0255
,112.9912
,112.9448
,112.9034
,112.8542
,112.8231
,121.9441
,121.9474
,121.8816
,121.7919
,121.8177
,121.7179
2022-11-03,121.6652
2022-10-03,121.6699
2022-09-03,121.6144
2022-08-03,121.5935
2022-07-03,121.6023
2022-04-03,121.6603
2022-03-03,121.6296
2022-02-03,121.665
,121.7348
,121.7161
,121.7161
,121.7264
,121.6893
,121.7193
,121.6824
,121.6561
,121.6448
,121.6181
,121.6236
2022-11-02,121.5265
2022-10-02,121.4458
2022-09-02,121.2257
2022-08-02,121.1629
2022-04-02,121.0091
2022-03-02,121.0079
2022-02-02,120.9797
2022-01-02,121.041
,121.2264
,121.1287
,121.1095
,121.1535
,121.1248
,121.133
,121.1056
,121.0829
,121.0769
,121.0746
,121.0906
,121.0679
2022-12-01,121.0236
2022-11-01,120.9723
2022-10-01,120.9198
2022-07-01,120.9547
2022-06-01,120.9577
2022-05-01,120.9314
2022-04-01,120.9326
2022-03-01,120.9791
,120.9424
,120.9049
,120.9039
,120.8977
,120.9367
,120.886
,120.8813
,120.8645
,132.1135
,132.1983
,132.2288
,132.2637
,132.2563
,132.2368
,132.1789
2021-10-12,132.1656
2021-09-12,132.162
2021-08-12,132.1611
2021-07-12,132.0998
2021-06-12,132.0903
2021-03-12,132.0162
2021-02-12,132.0146
2021-01-12,131.9697
,131.9668
,131.9194
,131.8818
,131.8704
,131.8645
,131.8686
,131.858
,131.7944
,131.7489
,131.7479
,131.7417
2021-12-11,131.6894
2021-11-11,131.6866
2021-10-11,131.659
2021-09-11,131.6599
2021-08-11,131.6163
2021-03-11,131.4386
2021-02-11,131.3907
2021-01-11,131.3951
,131.3687
,131.396
,131.4254
,131.4286
,131.5009
,131.4697
,131.4413
,131.3437
,131.3686
,131.3603
,131.3582
2021-12-10,131.2981
2021-11-10,131.2562
2021-08-10,131.2335
2021-07-10,131.2265
2021-06-10,131.2459
2021-05-10,131.2616
2021-04-10,131.3094
2021-01-10,131.2393
,131.2526
,131.2328
,131.3044
,131.258
,131.2694
,131.3554
,131.3513
,131.3316
,131.3222
,131.2591
,131.2345
,131.1996
,144.1251
,144.1118
2021-09-09,144.0574
2021-08-09,144.0275
2021-07-09,144.0042
2021-06-09,144.0148
2021-03-09,143.9699
2021-02-09,143.9444
2021-01-09,143.8746
,143.7984
,143.7535
,143.6277
,143.5893
,143.5853
,143.5629
,143.5597
,143.5164
,143.4818
,143.3696
,143.2392
2021-12-08,143.136
2021-11-08,143.0625
2021-10-08,143.0486
2021-09-08,142.9661
2021-06-08,142.91
2021-05-08,143.021
2021-04-08,142.9647
2021-03-08,142.9404
2021-02-08,142.9005
,142.839
,142.8184
,142.8006
,142.7747
,142.719
,142.6218
,142.6239
,142.6213
,142.5654
,142.5092
,142.3806
,142.2968
,142.2948
2021-12-07,142.1602
2021-09-07,142.2029
2021-08-07,142.1696
2021-07-07,142.0218
2021-06-07,141.942
2021-05-07,142.0229
2021-02-07,141.9245
2021-01-07,141.9515
,141.9021
,155.1137
,155.1258
,155.1462
,155.1814
,155.1573
,155.1506
,155.1952
,155.1221
,155.0726
,155.0843
,155.2961
,155.429
2021-11-06,155.3755
2021-10-06,155.3161
2021-09-06,155.2699
2021-08-06,155.1383
2021-07-06,155.1117
2021-04-06,154.9869
2021-03-06,154.9384
2021-02-06,154.8632
2021-01-06,154.8506
,154.8591
,154.8325
,154.8336
,154.783
,154.7069
,154.6417
,154.6073
,154.599
,154.4638
,154.4002
,154.3309
2021-12-05,154.3311
2021-11-05,154.341
2021-10-05,154.2372
2021-07-05,154.1903
2021-06-05,154.1495
2021-05-05,154.1232
2021-04-05,154.0742
2021-03-05,154.0501
,153.951
,153.8646
,153.8557
,153.7634
,153.6353
,153.459
,153.3766
,153.322
,153.2788
,153.1445
,153.2182
2021-12-04,153.3259
2021-09-04,153.2609
2021-08-04,153.1697
2021-07-04,153.1454
2021-06-04,153.2101
2021-05-04,153.0069
,152.7457
,152.6579
,152.5344
,152.4514
,152.3847
,152.2243
,151.8479
,151.6387
,151.3901
,151.3473
,151.3172
,151.3381
2021-12-03,151.6323
2021-10-03,151.712
2021-09-03,151.7148
2021-08-03,151.7216
2021-05-03,151.6682
2021-04-03,151.6971
2021-03-03,151.6682
2021-02-03,151.6292
2021-01-03,151.5474
,151.4836
,159.5286
,159.5155
,159.4945
,159.5796
,159.7964
,159.8489
,159.8868
,159.817
2021-12-02,159.745
2021-11-02,159.676
2021-10-02,159.5324
2021-09-02,159.5233
2021-08-02,159.6672
2021-05-02,159.5631
2021-04-02,159.7473
2021-03-02,159.7469
2021-02-02,159.6745
2021-01-02,160.0612
,160.5977
,160.5833
,160.5509
,160.5232
,160.4748
,160.5205
,160.4846
,160.3918
,160.3776
,160.6112
,160.6885
,160.9046
2021-12-01,160.9495
2021-11-01,161.1259
2021-08-01,161.3775
2021-07-01,161.2821
2021-06-01,161.2295
2021-05-01,161.2313
2021-04-01,161.0439
2021-01-01,160.8997
,160.8071
,160.7819
,160.7133
,160.6676
,160.516
,160.4658
,160.403
,160.3923
,160.4386
,160.4015
,160.3832
,160.3865
,160.3316
2020-11-12,160.2922
2020-10-12,160.344
2020-09-12,160.3147
2020-08-12,160.3514
2020-07-12,160.3502
2020-04-12,160.3103
2020-03-12,160.1281
2020-02-12,160.1204
2020-01-12,160.2519
,160.2778
,160.2708
,160.1039
,159.983
,159.9304
,159.8527
,159.7636
,159.5898
,159.5333
,159.4146
2020-12-11,159.3624
2020-11-11,159.2531
2020-10-11,159.229
2020-09-11,159.2568
2020-06-11,159.2468
2020-05-11,159.1355
2020-04-11,158.9374
2020-03-11,158.9366
2020-02-11,158.9295
,158.8367
,158.857
,158.8713
,158.8975
,158.6936
,158.5705
,158.5983
,158.5896
,158.4601
,158.3327
,158.3381
,158.1982
,158.0762
2020-12-10,157.882
2020-09-10,157.7498
2020-08-10,157.086
2020-07-10,156.9459
2020-06-10,156.8394
2020-05-10,156.763
2020-01-10,156.6388
,156.4483
,156.3187
,156.3511
,156.3293
,156.37
,156.4026
,156.3459
,156.2995
,156.2039
,156.1649
,156.1146
,156.0004
,156.1284
2020-11-09,156.1152
2020-10-09,156.1513
2020-09-09,156.2123
2020-08-09,156.1916
2020-07-09,156.5535
2020-04-09,156.774
2020-03-09,156.7417
2020-02-09,156.5163
2020-01-09,156.4621
,155.7972
,155.1542
,155.293
,155.3989
,155.4841
,155.3393
,155.6426
,156.1183
,156.0408
,156.0848
,156.1178
,156.1109
,156.2204
2020-12-08,156.1023
2020-11-08,156.1703
2020-10-08,156.1579
2020-07-08,156.1963
2020-06-08,156.273
2020-05-08,156.4515
2020-04-08,156.4151
2020-03-08,156.3569
,156.2908
,156.1385
,156.0698
,156.0234
,156.1419
,156.2363
,156.2261
,156.1462
,156.218
,156.312
,156.2261
,156.1683
,156.1332
,155.9369
,156.0307
2020-10-07,155.929
2020-09-07,155.6112
2020-08-07,155.4959
2020-07-07,155.2208
2020-06-07,154.9799
2020-03-07,154.7628
2020-02-07,154.6381
2020-01-07,154.4707
,154.3407
,154.1954
,154.0384
,153.8658
,153.6871
,153.6661
,153.438
,153.2792
,152.9942
,152.6873
,152.463
,152.2922
2020-12-06,152.1202
2020-11-06,152.0797
2020-10-06,151.9285
2020-09-06,151.8323
2020-08-06,151.7545
2020-05-06,151.7947
2020-04-06,151.7144
2020-03-06,151.7291
2020-02-06,151.5887
2020-01-06,151.7027
,151.8458
,151.8499
,151.8831
,151.9123
,151.835
,151.1568
,151.0347
,150.8998
,150.7375
,150.5483
,150.5497
,150.1633
2020-12-05,149.9687
2020-11-05,149.6699
2020-08-05,150.1326
2020-06-05,149.8549
2020-05-05,149.4229
2020-04-05,149.0855
,148.6556
,148.549
,148.5148
,148.6922
,148.6647
,149.5527
,149.0793
,149.0212
,148.7201
,147.947
,147.1239
,146.8633
,146.5785
2020-09-04,146.4196
2020-08-04,146.4112
2020-07-04,147.1769
2020-03-04,147.8815
,148.1709
,147.6988
,147.851
,144.1796
,143.8304
,143.7194
,144.6272
,143.9765
,145.1779
,145.7796
,146.3857
,146.4248
2020-12-03,147.1302
2020-11-03,147.9299
2020-09-03,148.1911
2020-06-03,148.22
2020-05-03,148.039
2020-04-03,148.0648
2020-03-03,147.6457
2020-02-03,147.6198
,147.542
,147.6783
,147.7681
,157.0423
,157.1105
,156.9353
,156.9444
,157.0124
,156.828
,156.7233
2020-12-02,156.5516
2020-11-02,156.5581
2020-10-02,156.5138
2020-07-02,156.3627
2020-06-02,155.9182
2020-05-02,155.3768
2020-04-02,155.3587
2020-03-02,155.2432
,154.9392
,154.9146
,154.8904
,154.9202
,154.8703
,154.749
,154.6714
,154.5903
,154.4776
,154.4228
,154.3249
,154.2713
,154.1889
,154.1151
,154.2362
2020-10-01,154.1672
2020-09-01,154.2202
2020-08-01,154.127
2020-07-01,154.0751
2020-06-01,154.0036
2020-03-01,154.0323
2020-02-01,153.8742
2020-01-01,153.8193
,153.7054
,153.701
,153.6346
,153.5576
,153.5626
,153.5537
,153.4572
,153.1526
,153.1337
,153.0346
,152.9814
,152.8576
2019-12-12,152.9682
2019-11-12,152.9832
2019-10-12,153.0738
2019-09-12,153.1183
2019-06-12,153.1405
2019-05-12,153.2483
2019-04-12,153.7405
2019-03-12,153.6259
2019-02-12,153.6046
,153.5381
,153.4934
,153.3903
,153.3485
,153.296
,153.1436
,153.0927
,153.0708
,152.9853
,152.9316
,152.7979
,152.6957
,152.5581
2019-11-11,152.4214
2019-08-11,152.3985
2019-07-11,152.4911
2019-06-11,152.4607
2019-05-11,152.4692
2019-04-11,152.4901
2019-01-11,152.4285
,152.3324
,152.1072
,151.965
,151.8433
,151.7896
,151.6974
,151.5632
,151.4029
,151.266
,151.2289
,151.1294
,151.0676
2019-11-10,150.938
2019-10-10,150.8965
2019-09-10,150.861
2019-07-10,150.8064
2019-04-10,150.7287
2019-03-10,150.7936
2019-01-10,150.5812
,150.4539
,150.2231
,150.2039
,150.1731
,150.1503
,150.1778
,150.0993
,150.6828
,150.6191
,150.3688
,150.4476
,150.4937
2019-12-09,150.3828
2019-11-09,150.4797
2019-09-09,150.5778
2019-06-09,150.3414
2019-05-09,150.4076
2019-04-09,150.4906
2019-03-09,150.4088
,150.1076
,150.0625
,150.1914
,150.2496
,150.2418
,149.9347
,149.8404
,149.6765
,149.4864
,149.373
,149.3311
,149.0809
,149.4511
2019-09-08,149.4248
2019-08-08,149.6843
2019-07-08,149.5577
