,count,mean,std,min,25%,50%,75%,max,skew,kurtosis,nan_pct,pct_negative
119094,1149.0,0.0010266978562569007,0.012225334849231459,-0.0407547797514677,-0.0067472463368202,0.0006127059519505,0.0092738433456494,0.0415905808397329,0.06287998341843888,0.17837270394455773,0.0008695652173913044,0.4808695652173913
119095,1149.0,0.0001823651739123003,0.015790461312930524,-0.0483670587509033,-0.0105147130604128,0.0001715624514129,0.011214833950645,0.0431095067722975,0.025138542558204347,-0.1804800099546675,0.0008695652173913044,0.49391304347826087
119120,1149.0,0.0002222683059507536,0.0024990143961776674,-0.0076903949182811,-0.001372937779933,0.0002262965661761,0.0019093776479481,0.0081626016260163,0.02939571146182564,0.22210285452278367,0.0008695652173913044,0.46695652173913044
119551,1149.0,0.0009167982325947248,0.008656289856377532,-0.027679551469341,-0.0048657778716144,0.0009400451978387,0.0064417811545411,0.0350962092809548,0.08550022068421777,0.07489314410086756,0.0008695652173913044,0.4504347826086956
119552,1149.0,0.0007852425930349851,0.008780976223037728,-0.0257752974335675,-0.0051673248275726,0.0006421104917162,0.0065148151722806,0.0290909048262402,0.01073846113007612,0.03143716524156037,0.0008695652173913044,0.46869565217391307
119598,1149.0,0.001201015736998063,0.015837075918187622,-0.0451804921560602,-0.0099529071939893,0.0012500354630256,0.0116825028986016,0.0647130935909714,0.08870144838816271,0.009807530868230607,0.0008695652173913044,0.4747826086956522
119599,1149.0,0.00020131692580289376,0.01571710148929079,-0.0454289497313832,-0.0105374581711398,0.0003391466687079,0.0103188870661448,0.0533197127299249,-0.017917093322478848,-0.07612242325303908,0.0008695652173913044,0.4930434782608696
120503,1149.0,0.0006975954084313716,0.008746373512793072,-0.0259001942327805,-0.0051256523239218,0.0005841608946006,0.0064444957354741,0.0270644613492336,-0.002636763295342347,0.016205862135948657,0.0008695652173913044,0.47391304347826085
120504,1149.0,0.0008430464116382279,0.00904833125387796,-0.0263170726401317,-0.0052994540695752,0.0010675938382525,0.0068748311507345,0.0312336567787603,0.0657699488087537,0.0341618184096415,0.0008695652173913044,0.44956521739130434
120505,1149.0,0.0011613203372383726,0.012152155877011161,-0.0384182138086695,-0.0072366717702675,0.0009546527013628,0.0093585559107183,0.0408120444301522,0.0010576430435698112,0.0026204105443876635,0.0008695652173913044,0.46869565217391307
120506,1149.0,0.0006501094769466256,0.009594323495169184,-0.033229575908718,-0.0057318017001237,0.0006944736445895,0.0071391314971107,0.0438115819266515,0.02186865171049987,0.32894040120302215,0.0008695652173913044,0.47391304347826085
120507,1149.0,0.0002676525413792974,0.0003111357089670544,-0.000665834133105,5.965582409817039e-05,0.0002670220684193,0.0004779736023134,0.001197201509743,-0.018131391393933254,-0.08633223633133369,0.0008695652173913044,0.1956521739130435
120841,1149.0,0.0005220152587214231,0.008481394140912193,-0.0237785763145875,-0.0056209728778354,0.0005820532043192,0.0063388419369276,0.0285795419076595,0.04119317672549863,-0.2238825546897476,0.0008695652173913044,0.47391304347826085
120842,1149.0,0.00031190458814826935,0.011272610878515376,-0.040322527907296,-0.0072200167392358,0.0006051891690095,0.0079395625710247,0.0377335296216452,-0.045336707028681804,-0.0072369928512237,0.0008695652173913044,0.47391304347826085
120843,1149.0,0.001081754914045028,0.01000786081516774,-0.0297480878156232,-0.0058567483905876,0.0010813993121183,0.0077453429899743,0.0335540122841715,0.12027635097948015,-0.11529944567603101,0.0008695652173913044,0.4643478260869565
120844,1149.0,0.0002561287499929565,0.000323359346354264,-0.0007042787939615,2.118250590332771e-05,0.0002577481419741,0.0004817733127115,0.0012536722913947,0.008644208127301217,-0.058035629988848036,0.0008695652173913044,0.22869565217391305
125497,1149.0,0.0007095223731125664,0.009240517486188725,-0.031505417879033,-0.0055460278482445,0.0004307202166928,0.0069949025064082,0.0284073584790713,0.0060223855214050475,0.05620061581788027,0.0008695652173913044,0.47043478260869565
125498,1149.0,0.00047686346287115065,0.011560944277330884,-0.0452175024622096,-0.0073595714790791,0.0007529965135228,0.0081709721618821,0.036193378351583,-0.03906658019722693,-0.0783978288532432,0.0008695652173913044,0.4765217391304348
148567,1149.0,0.0010736754034490737,0.008941194822595944,-0.0294509699216876,-0.0047964635317776,0.0012892521101068,0.0071003481968214,0.0300248956332924,-0.07245238847298331,0.1347221086971433,0.0008695652173913044,0.44
148568,1149.0,0.0008250722735460003,0.009719447430866618,-0.0261268052690047,-0.0060557573974578,0.000913545453737,0.0072074943681619,0.0314150350562174,0.04282461056940298,-0.20664722999757634,0.0008695652173913044,0.46695652173913044
148569,1149.0,0.0011240540293206507,0.011133577708427309,-0.0312663649913391,-0.0065326766848785,0.0007265048665641,0.0089835547755507,0.0391756754447842,0.022390338919633494,-0.1954633682819802,0.0008695652173913044,0.47391304347826085
149322,1149.0,0.0005222511308194386,0.009042081769919368,-0.0366764677190101,-0.0054409075294561,0.0004321176099351,0.0066386798834618,0.029362344897833,-0.04560919219383276,0.2609145838860911,0.0008695652173913044,0.47130434782608693
149323,1149.0,0.0010551910655343995,0.011179029641055042,-0.0300922458379596,-0.006437260121332,0.0012387648666916,0.0089451310501007,0.0419946158054309,-0.09401153461301835,-0.0980962969669621,0.0008695652173913044,0.4573913043478261
149324,1149.0,0.0011941715475284561,0.015647858323745795,-0.0488700730771423,-0.0087408439079746,0.0009867965841059,0.0114403840926737,0.0484895060024324,0.03659730104377686,0.039860359485125674,0.0008695652173913044,0.47130434782608693
