amfi_code,cagr_1y,cagr_3y,cagr_5y,sharpe,sortino,max_drawdown,mdd_start,mdd_end,tracking_error_nifty50,tracking_error_nifty100,scheme_name,expense_ratio_pct,rank_cagr_3y,rank_sharpe,rank_alpha,rank_expense,rank_mdd,score_cagr_3y,score_sharpe,score_alpha,score_expense,score_mdd,fund_score
101206,0.4796379447633372,0.28960211096593724,,1.0272133278753695,1.799562874698452,-0.11291596329323073,2023-04-24,2023-07-05,0.19146863819697824,0.1927064051369653,ABSL Frontline Equity Fund - Regular - Growth,1.6,9.0,9.0,12.0,36.0,32.0,79.48717948717949,79.48717948717949,71.7948717948718,10.256410256410255,20.51282051282051,61.666666666666664
118633,0.25559539940517384,0.21084691029380598,,0.6452074382933215,1.154475716923624,-0.18629743138595511,2023-10-30,2024-02-29,0.1889792452699148,0.19344939246000745,Nippon India Large Cap Fund - Direct - Growth,0.72,15.0,21.0,22.0,5.0,15.0,64.1025641025641,48.717948717948715,46.15384615384615,89.74358974358975,64.1025641025641,60.51282051282051
119552,0.057101178520777784,0.16263375081360643,,0.9532794968660104,1.609776489628308,-0.11803493502764295,2024-05-21,2024-09-02,0.19142791209304316,0.19212721030300678,SBI Bluechip Fund - Direct Plan - Growth,0.66,23.0,12.0,15.0,4.0,30.0,43.58974358974359,71.7948717948718,64.1025641025641,92.3076923076923,25.64102564102564,60.256410256410255
125497,0.286975804558778,0.18429918008610047,,0.7757902498211205,1.3306512447571364,-0.15200013055606398,2023-12-22,2025-01-01,0.19558883044029257,0.19107208897596129,HDFC Top 100 Fund - Direct Plan - Growth,0.92,19.0,18.0,16.0,14.0,23.0,53.84615384615385,56.41025641025641,61.53846153846154,66.66666666666666,43.58974358974359,56.92307692307692
120506,0.4185299002066023,0.18417429266835228,,0.6488787755249534,1.0958951614736467,-0.1982565826298267,2023-03-31,2023-08-14,0.19538101900066449,0.19600483949857456,ICICI Pru Value Discovery Fund - Regular - Growth,1.41,20.0,20.0,20.0,19.0,14.0,51.28205128205128,51.28205128205128,51.28205128205128,53.84615384615385,66.66666666666666,53.2051282051282
118635,0.22510248103762276,0.2000321571698329,,0.664856998549062,1.137976718780742,-0.1165062450540909,2022-01-03,2022-06-09,0.18403823855443657,0.18307639338664936,Nippon India ETF Nifty 50 BeES,0.89,17.0,19.0,23.0,13.0,31.0,58.97435897435898,53.84615384615385,43.58974358974359,69.23076923076923,23.076923076923077,52.56410256410257
119093,0.19781538524100495,0.20811559826631898,,0.12961449795669328,0.22108683979276353,-0.21751396370148224,2022-02-24,2023-05-22,0.19075894372876365,0.1878998377218692,Axis Bluechip Fund - Direct - Growth,0.75,16.0,29.0,28.0,8.0,10.0,61.53846153846154,28.205128205128204,30.76923076923077,82.05128205128204,76.92307692307693,51.666666666666664
148568,0.14279834500870736,0.14744434832760533,,0.9262873467360146,1.632740977873516,-0.1527259422823477,2023-09-05,2024-01-24,0.2008999880482114,0.20321345225145676,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.52,24.0,15.0,14.0,26.0,22.0,41.02564102564102,64.1025641025641,66.66666666666666,35.8974358974359,46.15384615384615,51.666666666666664
102887,0.1359304393755194,0.25549670172502026,,0.6195175900829828,1.0887552508030016,-0.21539827112383225,2022-01-03,2022-07-04,0.20015214792296357,0.20221623215661824,UTI Flexi Cap Fund - Regular - Growth,1.64,13.0,22.0,21.0,39.0,11.0,69.23076923076923,46.15384615384615,48.717948717948715,2.564102564102564,74.35897435897436,49.871794871794876
120503,0.08495135972254553,0.13974980348212673,,0.7979728586052847,1.3379431500669237,-0.13897862823061635,2023-09-19,2023-11-09,0.1896590193077161,0.19294776031543664,ICICI Pru Bluechip Fund - Regular - Growth,1.42,25.0,17.0,17.0,20.0,27.0,38.46153846153847,58.97435897435898,58.97435897435898,51.28205128205128,33.33333333333333,49.10256410256411
102885,0.20222858595384663,0.19662361245910964,,0.8170993373494367,1.4357420130649492,-0.1085986215250232,2022-02-03,2022-03-29,0.1819256550225138,0.18368034296960942,UTI Nifty 50 Index Fund - Regular - Growth,1.57,18.0,16.0,19.0,34.0,34.0,56.41025641025641,61.53846153846154,53.84615384615385,15.384615384615385,15.384615384615385,46.92307692307693
125498,0.15455077019290386,0.11242518737374207,,0.3006119210425478,0.5088128197169232,-0.21117279560132118,2025-04-04,2025-09-12,0.22550130953132763,0.2235920824296721,HDFC Mid-Cap Opportunities Fund - Direct - Growth,0.78,26.0,27.0,26.0,10.0,12.0,35.8974358974359,33.33333333333333,35.8974358974359,76.92307692307693,71.7948717948718,45.0
118634,0.158228664455887,0.080060298597036,,0.44843400890899127,0.7460146308533572,-0.2334488614483311,2025-04-09,2026-02-20,0.2827858263361039,0.2772863739829558,Nippon India Small Cap Fund - Regular - Growth,1.53,27.0,26.0,18.0,28.0,9.0,33.33333333333333,35.8974358974359,56.41025641025641,30.76923076923077,79.48717948717949,42.82051282051282
149322,0.1812461925339035,0.1803973982038829,,0.4640374492204776,0.7621288703723166,-0.14844576917771746,2022-01-03,2022-02-04,0.1914896531862072,0.19326406331048715,DSP Top 100 Equity Fund - Regular - Growth,1.54,21.0,25.0,24.0,30.0,25.0,48.717948717948715,38.46153846153847,41.02564102564102,25.64102564102564,38.46153846153847,40.128205128205124
120841,0.1684955152939842,0.1726301444443794,,0.4942725378672349,0.8625738849916581,-0.1757361416468729,2024-01-09,2025-02-14,0.18249385340835586,0.18311878418576322,Kotak Bluechip Fund - Regular - Growth,1.59,22.0,24.0,25.0,35.0,17.0,46.15384615384615,41.02564102564102,38.46153846153847,12.82051282051282,58.97435897435898,39.61538461538461
120507,0.07430320855847317,0.07392538786263403,,0.4957233929533123,1.0521238822609291,-0.0009773140045925555,2025-10-16,2025-10-20,0.12891203253670383,0.1290435755950335,ICICI Pru Liquid Fund - Regular - Growth,0.74,29.0,23.0,31.0,7.0,40.0,28.205128205128204,43.58974358974359,23.076923076923077,84.61538461538461,0.0,36.666666666666664
120842,0.22518986942465924,0.0775416750547262,,0.07599984804658921,0.12469346986475674,-0.24003511326274884,2023-11-09,2024-10-17,0.2203571856061386,0.21916937594238353,Kotak Emerging Equity Fund - Regular - Growth,1.56,28.0,30.0,29.0,33.0,8.0,30.76923076923077,25.64102564102564,28.205128205128204,17.94871794871795,82.05128205128204,32.17948717948718
119599,0.13957994357447734,-0.01337083602283895,,-0.05718662582817995,-0.09438726129459606,-0.5257422117012851,2023-01-17,2025-10-28,0.280273404219026,0.2771351379626376,SBI Small Cap Fund - Direct Plan - Growth,0.72,38.0,32.0,36.0,5.0,1.0,5.128205128205128,20.51282051282051,10.256410256410255,89.74358974358975,100.0,32.17948717948718
120844,0.07125369741102916,0.06694394239074852,,-0.08874729621557288,-0.1877230477424223,-0.0011629327956168556,2024-04-12,2024-04-30,0.12878471680551148,0.12904556781048557,Kotak Liquid Fund - Regular - Growth,0.6,30.0,34.0,32.0,3.0,39.0,25.64102564102564,15.384615384615385,20.51282051282051,94.87179487179486,2.564102564102564,30.128205128205124
101207,-0.24000309180292634,-0.04151453816140693,,0.16266076928646772,0.27664379626092334,-0.3544691649336603,2024-11-21,2026-05-11,0.2916999439531875,0.2921174251929163,ABSL Small Cap Fund - Regular - Growth,1.53,39.0,28.0,27.0,28.0,3.0,2.564102564102564,30.76923076923077,33.33333333333333,30.76923076923077,94.87179487179486,29.230769230769234
118636,0.1046246278808034,0.04061259859840338,,-0.3566295075143678,-0.6135251287271023,-0.08316361763638702,2023-02-09,2024-02-09,0.1357435518460494,0.1347582682889032,Nippon India Gilt Securities Fund - Regular - Growth,0.55,33.0,38.0,35.0,1.0,35.0,17.94871794871795,5.128205128205128,12.82051282051282,100.0,12.82051282051282,25.51282051282051
119095,-0.42819495166622135,-0.11703299329834216,,-0.0759735711747892,-0.12818559275851926,-0.5167775370852656,2025-05-22,2026-05-11,0.28098017915192963,0.2857813336985091,Axis Small Cap Fund - Regular - Growth,1.38,40.0,33.0,37.0,16.0,2.0,0.0,17.94871794871795,7.6923076923076925,61.53846153846154,97.43589743589743,25.0
119120,0.05525880326360788,0.05838988442093762,,-0.22657538662791576,-0.37676700817066683,-0.04328728923970093,2024-09-16,2025-04-01,0.13316665157240587,0.13564645267040476,SBI Magnum Gilt Fund - Regular Plan - Growth,0.77,32.0,37.0,34.0,9.0,36.0,20.51282051282051,7.6923076923076925,15.384615384615385,79.48717948717949,10.256410256410255,24.102564102564102
101208,0.07241777200393584,0.06314299292105274,,-0.8155673679088263,-1.681037866751281,-0.0016224980244717857,2023-09-05,2023-09-12,0.12860149861648815,0.1289568921773665,ABSL Liquid Fund - Regular - Growth,0.79,31.0,40.0,33.0,11.0,38.0,23.076923076923077,0.0,17.94871794871795,74.35897435897436,5.128205128205128,22.179487179487182
100025,0.03707552701889649,0.03915479354684703,,-0.5670947928476846,-0.9418212366054204,-0.04308263824636349,2023-05-23,2023-07-28,0.13644549287362784,0.1345351441558559,HDFC Short Term Debt Fund - Regular - Growth,0.56,34.0,39.0,38.0,2.0,37.0,15.384615384615385,2.564102564102564,5.128205128205128,97.43589743589743,7.6923076923076925,21.666666666666664
102886,-0.16807959958672036,-0.007672319440258146,,-0.20583160785470309,-0.34722230254727265,-0.2800112356639287,2025-01-07,2026-04-27,0.2268889829315837,0.22560814215136638,UTI Mid Cap Fund - Regular - Growth,1.51,37.0,36.0,40.0,24.0,6.0,7.6923076923076925,10.256410256410255,0.0,41.02564102564102,87.17948717948718,19.743589743589745
100016,-0.022257773892688015,0.012923525892154508,,-0.20151706755966936,-0.3510474601523089,-0.24734440880673303,2022-03-30,2022-09-15,0.19641644012403175,0.19928360293890288,HDFC Top 100 Fund - Regular Plan - Growth,1.55,35.0,35.0,39.0,32.0,7.0,12.82051282051282,12.82051282051282,2.564102564102564,20.51282051282051,84.61538461538461,19.102564102564102
119092,0.0161022963455828,0.005257668501786883,,0.03078485095458594,0.05257398559304803,-0.1440161790933726,2023-10-12,2025-02-07,0.19148904585183743,0.18908165842556626,Axis Bluechip Fund - Regular - Growth,1.64,36.0,31.0,30.0,39.0,26.0,10.256410256410255,23.076923076923077,25.64102564102564,2.564102564102564,35.8974358974359,17.94871794871795
